feature_id,benchmark,task_id,task_idx,source_text,tokens,filename,rms_normalized,transition,base_label,finetuned_label,max_activation,active_tokens,active_fraction,first_position,first_percent,argmax_position,argmax_percent,encoder_base_contribution_at_max,encoder_finetuned_contribution_at_max,token_at_max,context_at_max
3048,humanevalplus,HumanEval/15,15,deepseek_base,20,same_text__humanevalplus__task_0015__gen_00__HumanEval_15.npz,True,both_pass,0,0,3.129706859588623,1,0.05,12,60.0,12,60.0,1.8463654518127441,1.2906384468078613, in,    return ' '.join(str(i) for i in range(n + 1))\n
3048,humanevalplus,HumanEval/16,16,deepseek_base,11,same_text__humanevalplus__task_0016__gen_00__HumanEval_16.npz,True,both_pass,0,0,1.5045747756958008,1,0.09090909090909091,3,27.272727272727273,3,27.272727272727273,0.5062034130096436,1.0056649446487427,(,    return len(set(string.lower()))\n
3048,humanevalplus,HumanEval/17,17,deepseek_base,34,same_text__humanevalplus__task_0017__gen_00__HumanEval_17.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.6695148944854736,-0.9950071573257446,   ,    return [4 if x == 'o' else 2 if x == '
3048,humanevalplus,HumanEval/18,18,deepseek_base,99,same_text__humanevalplus__task_0018__gen_00__HumanEval_18.npz,True,regression,0,1,5.565722942352295,3,0.030303030303030304,67,67.67676767676768,69,69.6969696969697,3.9058806896209717,1.6671377420425415,many,"0:len(substring)]:\n        return 1 + how_many_times(string[1:], substring)\n    return how_"
3048,humanevalplus,HumanEval/19,19,deepseek_base,38,same_text__humanevalplus__task_0019__gen_00__HumanEval_19.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.2300370931625366,-1.0035505294799805,   ,"    return ' '.join(sorted(numbers.split(), key=lambda"
3048,humanevalplus,HumanEval/20,20,deepseek_base,118,same_text__humanevalplus__task_0020__gen_00__HumanEval_20.npz,True,both_pass,0,0,2.2545113563537598,1,0.00847457627118644,100,84.7457627118644,100,84.7457627118644,1.764891505241394,0.4969136416912079,num,"i + 1] - numbers[i]\n            closest_pair = (numbers[i], numbers[i + 1])\n    return closest_pair"
3048,humanevalplus,HumanEval/21,21,deepseek_base,48,same_text__humanevalplus__task_0021__gen_00__HumanEval_21.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-0.8799483776092529,-0.16562116146087646,   ,    min_num = min(numbers)\n    max_num = max
3048,humanevalplus,HumanEval/22,22,deepseek_base,17,same_text__humanevalplus__task_0022__gen_00__HumanEval_22.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.4300012588500977,-1.2021009922027588,   ,"    return [value for value in values if isinstance(value, int)]\n"
3048,humanevalplus,HumanEval/23,23,deepseek_base,26,same_text__humanevalplus__task_0023__gen_00__HumanEval_23.npz,True,both_pass,0,0,3.5960354804992676,1,0.038461538461538464,17,65.38461538461539,17,65.38461538461539,2.4988605976104736,1.1044620275497437, str, if string == '':\n        return 0\n    return 1 + strlen(string[1:])\n
3048,humanevalplus,HumanEval/24,24,deepseek_base,30,same_text__humanevalplus__task_0024__gen_00__HumanEval_24.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-0.8668007254600525,-0.646302342414856,   ,"    for i in range(n-1, 0, -1):\n"
3048,humanevalplus,HumanEval/25,25,deepseek_base,53,same_text__humanevalplus__task_0025__gen_00__HumanEval_25.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.4596781730651855,-0.9040248990058899,   ,    factors = []\n    i = 2\n    while i <= n:\n
3048,humanevalplus,HumanEval/26,26,deepseek_base,10,same_text__humanevalplus__task_0026__gen_00__HumanEval_26.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-1.4823662042617798,-1.8986517190933228,   ,    return list(set(numbers))\n
3048,humanevalplus,HumanEval/27,27,deepseek_base,8,same_text__humanevalplus__task_0027__gen_00__HumanEval_27.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.1664838790893555,-1.025391697883606,   ,    return string.swapcase()\n
3048,humanevalplus,HumanEval/28,28,deepseek_base,9,same_text__humanevalplus__task_0028__gen_00__HumanEval_28.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.032496452331543,-0.7228162884712219,   ,    return ''.join(strings)\n
3048,humanevalplus,HumanEval/29,29,deepseek_base,18,same_text__humanevalplus__task_0029__gen_00__HumanEval_29.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.9399499893188477,-1.7294366359710693,   ,    return [s for s in strings if s.startswith(prefix)]
3048,humanevalplus,HumanEval/30,30,deepseek_base,14,same_text__humanevalplus__task_0030__gen_00__HumanEval_30.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.3976116180419922,-1.0319528579711914,   ,    return [x for x in l if x > 0]\n
3048,humanevalplus,HumanEval/31,31,deepseek_base,39,same_text__humanevalplus__task_0031__gen_00__HumanEval_31.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.8816843032836914,-0.33719402551651,   ,    if n == 1:\n        return False\n    for i in range(
3048,humanevalplus,HumanEval/32,32,deepseek_base,40,same_text__humanevalplus__task_0032__gen_00__HumanEval_32.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-1.1190006732940674,-0.22526951134204865,   ,    assert len(xs) % 2 == 0\n    assert xs[-
3048,humanevalplus,HumanEval/33,33,deepseek_base,53,same_text__humanevalplus__task_0033__gen_00__HumanEval_33.npz,True,both_fail,1,1,2.4029011726379395,2,0.03773584905660377,2,3.7735849056603774,2,3.7735849056603774,1.6095094680786133,0.8006882667541504,_,    l_copy = l.copy()\n    for i in range(len(l
3048,humanevalplus,HumanEval/34,34,deepseek_base,9,same_text__humanevalplus__task_0034__gen_00__HumanEval_34.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.3656342029571533,-1.708611249923706,   ,    return sorted(set(l))\n
3048,humanevalplus,HumanEval/35,35,deepseek_base,7,same_text__humanevalplus__task_0035__gen_00__HumanEval_35.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.2086893320083618,-0.2372768521308899,   ,    return max(l)\n
3048,humanevalplus,HumanEval/36,36,deepseek_base,40,same_text__humanevalplus__task_0036__gen_00__HumanEval_36.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-0.7461206912994385,-0.6685177683830261,   ,"    return sum(1 for i in range(1, n) if i %"
3048,humanevalplus,HumanEval/37,37,deepseek_base,35,same_text__humanevalplus__task_0037__gen_00__HumanEval_37.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-0.4978153109550476,-0.5864046216011047,   ,    return [l[i] if i % 2 == 1 else sorted(
3048,humanevalplus,HumanEval/38,38,deepseek_base,111,same_text__humanevalplus__task_0038__gen_00__HumanEval_38.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,0.020141109824180603,-1.2170119285583496,   ,    # split string to groups. Each of length 3.\n    groups =
3048,humanevalplus,HumanEval/39,39,deepseek_base,196,same_text__humanevalplus__task_0039__gen_00__HumanEval_39.npz,True,regression,0,1,0.0,0,0.0,-1,-1,0,0.0,-0.6499543190002441,-0.6573675870895386,   ,    if n == 1:\n        return 2\n    if n == 2
3048,humanevalplus,HumanEval/40,40,deepseek_base,86,same_text__humanevalplus__task_0040__gen_00__HumanEval_40.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.7320352792739868,-1.299902081489563,   ,    if len(l) < 3:\n        return False\n    for i
3048,humanevalplus,HumanEval/41,41,deepseek_base,13,same_text__humanevalplus__task_0041__gen_00__HumanEval_41.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-0.14538460969924927,0.799935519695282,   ,    # TODO: implement this function\n    return 0\n
3048,humanevalplus,HumanEval/42,42,deepseek_base,12,same_text__humanevalplus__task_0042__gen_00__HumanEval_42.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.3313767910003662,-1.544113278388977,   ,    return [x + 1 for x in l]\n
3048,humanevalplus,HumanEval/43,43,deepseek_base,72,same_text__humanevalplus__task_0043__gen_00__HumanEval_43.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.5528310537338257,-1.0570892095565796,   ,    # YOUR CODE HERE\n    if len(l) < 2:\n
3048,humanevalplus,HumanEval/44,44,deepseek_base,47,same_text__humanevalplus__task_0044__gen_00__HumanEval_44.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-0.7909903526306152,-0.8207243084907532,   ,    if x == 0:\n        return '0'\n    result = ''
3048,humanevalplus,HumanEval/45,45,deepseek_base,9,same_text__humanevalplus__task_0045__gen_00__HumanEval_45.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-0.843985915184021,-0.10470147430896759,   ,    return a * h / 2\n
3048,humanevalplus,HumanEval/46,46,deepseek_base,121,same_text__humanevalplus__task_0046__gen_00__HumanEval_46.npz,True,improvement,1,0,2.9547300338745117,1,0.008264462809917356,2,1.6528925619834711,2,1.6528925619834711,1.7015588283538818,1.2604656219482422,***,"    ""*** YOUR CODE HERE ***""\n    if n == 0:\n        return"
3048,humanevalplus,HumanEval/47,47,deepseek_base,50,same_text__humanevalplus__task_0047__gen_00__HumanEval_47.npz,True,improvement,1,0,2.8186583518981934,1,0.02,20,40.0,20,40.0,1.3639167547225952,1.4620367288589478, return,()\n    if len(l) % 2 == 0:\n        return (l[len(l) // 2 - 1] + l
3048,humanevalplus,HumanEval/48,48,deepseek_base,11,same_text__humanevalplus__task_0048__gen_00__HumanEval_48.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.1091063022613525,0.06183159351348877,   ,    return text == text[::-1]\n
3048,humanevalplus,HumanEval/49,49,deepseek_base,11,same_text__humanevalplus__task_0049__gen_00__HumanEval_49.npz,True,regression,0,1,0.0,0,0.0,-1,-1,0,0.0,0.5099323987960815,0.271916925907135,   ,"    return pow(2, n, p)\n"
3048,humanevalplus,HumanEval/50,50,deepseek_base,38,same_text__humanevalplus__task_0050__gen_00__HumanEval_50.npz,True,both_pass,0,0,3.0205931663513184,1,0.02631578947368421,33,86.84210526315789,33,86.84210526315789,1.316036343574524,1.7118518352508545, ch," - ord(""a"")) % 26) + ord(""a"")) for ch in s])\n"
3048,humanevalplus,HumanEval/51,51,deepseek_base,24,same_text__humanevalplus__task_0051__gen_00__HumanEval_51.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.2875146865844727,-0.5719888806343079,   ,    return ''.join(c for c in text if c not in 'ae
3048,humanevalplus,HumanEval/52,52,deepseek_base,22,same_text__humanevalplus__task_0052__gen_00__HumanEval_52.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.555177927017212,0.7187722325325012,   ,    for num in l:\n        if num >= t:\n            return False
3048,humanevalplus,HumanEval/53,53,deepseek_base,6,same_text__humanevalplus__task_0053__gen_00__HumanEval_53.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-0.2977808713912964,0.3453279435634613,   ,    return x+y\n
3048,humanevalplus,HumanEval/54,54,deepseek_base,28,same_text__humanevalplus__task_0054__gen_00__HumanEval_54.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-0.9784858226776123,-1.6479134559631348,   ,    s0 = sorted(s0)\n    s1 = sorted(s
3048,humanevalplus,HumanEval/55,55,deepseek_base,42,same_text__humanevalplus__task_0055__gen_00__HumanEval_55.npz,True,both_pass,0,0,3.998678684234619,1,0.023809523809523808,26,61.904761904761905,26,61.904761904761905,1.9454563856124878,2.0605177879333496, fib,1\n    if n == 2:\n        return 1\n    return fib(n - 1) + fib(n - 2)\n
3048,humanevalplus,HumanEval/56,56,deepseek_base,74,same_text__humanevalplus__task_0056__gen_00__HumanEval_56.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.0421074628829956,0.31001216173171997,   ,    stack = []\n    for bracket in brackets:\n        if br
3048,humanevalplus,HumanEval/57,57,deepseek_base,52,same_text__humanevalplus__task_0057__gen_00__HumanEval_57.npz,True,both_pass,0,0,4.256376266479492,1,0.019230769230769232,42,80.76923076923077,42,80.76923076923077,1.3830482959747314,2.880622625350952, in, or all(l[i] >= l[i+1] for i in range(len(l)-1))\n
3048,humanevalplus,HumanEval/58,58,deepseek_base,16,same_text__humanevalplus__task_0058__gen_00__HumanEval_58.npz,True,both_pass,0,0,2.6727309226989746,2,0.125,11,68.75,11,68.75,1.699131965637207,0.9808904528617859,(,    return sorted(set(l1) & set(l2))\n
3048,humanevalplus,HumanEval/59,59,deepseek_base,478,same_text__humanevalplus__task_0059__gen_00__HumanEval_59.npz,True,both_pass,0,0,19.112106323242188,44,0.09205020920502092,14,2.928870292887029,72,15.06276150627615,8.940465927124023,10.178943634033203,_," return largest_prime_factor(n // i)\n\n\ndef is_prime(n: int):\n    """"""Return True if n is a prime"
3048,humanevalplus,HumanEval/60,60,deepseek_base,31,same_text__humanevalplus__task_0060__gen_00__HumanEval_60.npz,True,both_pass,0,0,2.852217435836792,2,0.06451612903225806,20,64.51612903225806,21,67.74193548387096,2.7862021923065186,0.07330584526062012,_,:\n        return 1\n    else:\n        return n + sum_to_n(n-1)\n
3048,humanevalplus,HumanEval/61,61,deepseek_base,67,same_text__humanevalplus__task_0061__gen_00__HumanEval_61.npz,True,improvement,1,0,6.240142345428467,2,0.029850746268656716,37,55.223880597014926,38,56.71641791044776,3.8284595012664795,2.4189796447753906,_,":\n        if brackets[-1] == "")"":\n            return correct_bracketing(brackets[1:-1])\n        else:\n"
3048,humanevalplus,HumanEval/62,62,deepseek_base,29,same_text__humanevalplus__task_0062__gen_00__HumanEval_62.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-1.1770317554473877,-0.9792776107788086,   ,    return [i * (len(xs) - i - 1) for
3048,humanevalplus,HumanEval/63,63,deepseek_base,69,same_text__humanevalplus__task_0063__gen_00__HumanEval_63.npz,True,both_pass,0,0,8.94539737701416,2,0.028985507246376812,42,60.869565217391305,42,60.869565217391305,4.73319673538208,4.219496726989746, fib, n == 2:\n        return 1\n    else:\n        return fibfib(n-1) + fibfib(n-2)
3048,humanevalplus,HumanEval/64,64,deepseek_base,18,same_text__humanevalplus__task_0064__gen_00__HumanEval_64.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-1.530972957611084,-0.5695400238037109,   ,"    return sum(1 for c in s if c in ""aeiou"")"
3048,humanevalplus,HumanEval/65,65,deepseek_base,18,same_text__humanevalplus__task_0065__gen_00__HumanEval_65.npz,True,improvement,1,0,3.000797748565674,2,0.1111111111111111,3,16.666666666666668,11,61.111111111111114,1.731345295906067,1.2767488956451416,(,    return str(x)[-shift:] + str(x)[:-shift]\n
3048,humanevalplus,HumanEval/66,66,deepseek_base,20,same_text__humanevalplus__task_0066__gen_00__HumanEval_66.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-0.9718635082244873,-0.39680683612823486,   ,    return sum([ord(i) for i in s if i.isupper
3048,humanevalplus,HumanEval/67,67,deepseek_base,511,same_text__humanevalplus__task_0067__gen_00__HumanEval_67.npz,True,both_fail,1,1,3.8715968132019043,19,0.03718199608610567,57,11.154598825831702,457,89.43248532289628,1.571882724761963,2.307003974914551, the, function to generate a list of integers\n    # Hint: You can use the sum() function to sum the values of a list\n    # Hint:
3048,humanevalplus,HumanEval/68,68,deepseek_base,9,same_text__humanevalplus__task_0068__gen_00__HumanEval_68.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-0.7146428227424622,-0.9580113887786865,   ,    # Your code here\n    pass\n
3048,humanevalplus,HumanEval/69,69,deepseek_base,513,same_text__humanevalplus__task_0069__gen_00__HumanEval_69.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-1.0634503364562988,-0.7112971544265747,   ,"    # Your code here\n    # lst = [4, 1,"
3048,humanevalplus,HumanEval/70,70,deepseek_base,141,same_text__humanevalplus__task_0070__gen_00__HumanEval_70.npz,True,regression,0,1,2.630373001098633,3,0.02127659574468085,19,13.47517730496454,73,51.773049645390074,1.574802041053772,1.062866449356079,(,(lst) // 2):\n            new_lst.append(lst[i])\n            new_lst.append(lst
3048,humanevalplus,HumanEval/71,71,deepseek_base,83,same_text__humanevalplus__task_0071__gen_00__HumanEval_71.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-0.6376044750213623,-0.11367696523666382,   ,    if a + b > c and a + c > b and b + c
3048,humanevalplus,HumanEval/72,72,deepseek_base,459,same_text__humanevalplus__task_0072__gen_00__HumanEval_72.npz,True,both_pass,0,0,15.349754333496094,44,0.09586056644880174,34,7.407407407407407,177,38.56209150326797,6.901505947113037,8.455527305603027,_,    else:\n        return False\n\n# 4.\ndef is_prime(n):\n    '''\n    Write a function that returns True if
3048,humanevalplus,HumanEval/73,73,deepseek_base,109,same_text__humanevalplus__task_0073__gen_00__HumanEval_73.npz,True,improvement,1,0,4.636166572570801,5,0.045871559633027525,19,17.431192660550458,67,61.46788990825688,2.9115965366363525,1.731863260269165, smallest,\n\n    if arr[0] == arr[-1]:\n        return smallest_change(arr[1:-1])\n    else:\n        return
3048,humanevalplus,HumanEval/74,74,deepseek_base,38,same_text__humanevalplus__task_0074__gen_00__HumanEval_74.npz,True,improvement,1,0,2.336421489715576,1,0.02631578947368421,22,57.89473684210526,22,57.89473684210526,1.0326294898986816,1.311085820198059,len, sum(len(i) for i in lst1) < sum(len(i) for i in lst2) else lst2\n
3048,humanevalplus,HumanEval/75,75,deepseek_base,39,same_text__humanevalplus__task_0075__gen_00__HumanEval_75.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-0.7810181975364685,0.6960843801498413,   ,    if a < 2:\n        return False\n    for i in range(
3048,humanevalplus,HumanEval/76,76,deepseek_base,40,same_text__humanevalplus__task_0076__gen_00__HumanEval_76.npz,True,regression,0,1,21.4245548248291,4,0.1,27,67.5,28,70.0,11.055224418640137,10.376626014709473,_," if x % n != 0:\n        return False\n    return is_simple_power(x / n, n)\n"
3048,humanevalplus,HumanEval/77,77,deepseek_base,41,same_text__humanevalplus__task_0077__gen_00__HumanEval_77.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-0.6900826692581177,-0.11200845241546631,   ,    if a < 0:\n        a = abs(a)\n    for
3048,humanevalplus,HumanEval/78,78,deepseek_base,40,same_text__humanevalplus__task_0078__gen_00__HumanEval_78.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-0.60549396276474,-0.06418448686599731,   ,    # your code here\n    count = 0\n    for i in num:
3048,humanevalplus,HumanEval/79,79,deepseek_base,22,same_text__humanevalplus__task_0079__gen_00__HumanEval_79.npz,True,both_pass,0,0,0.0,0,0.0,-1,-1,0,0.0,-1.512270212173462,-0.25615394115448,   ,"    binary = bin(decimal)[2:]\n    return f""db{"
3048,humanevalplus,HumanEval/80,80,deepseek_base,58,same_text__humanevalplus__task_0080__gen_00__HumanEval_80.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-1.4939632415771484,-0.4891522526741028,   ,    if len(s) < 3:\n        return False\n    for i
3048,humanevalplus,HumanEval/81,81,deepseek_base,268,same_text__humanevalplus__task_0081__gen_00__HumanEval_81.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-1.6777870655059814,-1.0770810842514038,   ,    letter_grades = []\n    for grade in grades:\n        if grade
3048,humanevalplus,HumanEval/82,82,deepseek_base,104,same_text__humanevalplus__task_0082__gen_00__HumanEval_82.npz,True,regression,0,1,0.0,0,0.0,-1,-1,0,0.0,-1.4793123006820679,-0.34734898805618286,   ,"    return len(string) in [2, 3, 5, "
3048,humanevalplus,HumanEval/83,83,deepseek_base,24,same_text__humanevalplus__task_0083__gen_00__HumanEval_83.npz,True,both_fail,1,1,1.5186759233474731,1,0.041666666666666664,13,54.166666666666664,13,54.166666666666664,1.528393268585205,-0.0024216771125793457, elif,    if n == 1:\n        return 1\n    elif n == 2:\n        return 9\n
3048,humanevalplus,HumanEval/84,84,deepseek_base,16,same_text__humanevalplus__task_0084__gen_00__HumanEval_84.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-0.4378473162651062,-0.6875649690628052,   ,    # Write your code here\n    return bin(N)[2:]\n
3048,humanevalplus,HumanEval/85,85,deepseek_base,12,same_text__humanevalplus__task_0085__gen_00__HumanEval_85.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-1.2629303932189941,-0.23372119665145874,   ,    return sum(lst[1::2])\n
3048,humanevalplus,HumanEval/86,86,deepseek_base,23,same_text__humanevalplus__task_0086__gen_00__HumanEval_86.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-1.409041166305542,-1.4888663291931152,   ,"    return ' '.join(sorted(s.split(), key=lambda x"
3048,humanevalplus,HumanEval/87,87,deepseek_base,35,same_text__humanevalplus__task_0087__gen_00__HumanEval_87.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-1.866232991218567,-1.6703037023544312,   ,"    return [(i, j) for i, row in enumerate(l"
3048,humanevalplus,HumanEval/88,88,deepseek_base,103,same_text__humanevalplus__task_0088__gen_00__HumanEval_88.npz,True,both_fail,1,1,2.4003119468688965,1,0.009708737864077669,86,83.49514563106796,86,83.49514563106796,1.0162321329116821,1.3913758993148804, return,"array[0], array[-1]) % 2 == 0:\n        return sorted(array, reverse=True)\n    return sorted(array)\n"
3048,humanevalplus,HumanEval/89,89,deepseek_base,89,same_text__humanevalplus__task_0089__gen_00__HumanEval_89.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-1.1333123445510864,-0.16484038531780243,   ,    s = s.lower()\n    alphabet = 'abcdefghij
3048,humanevalplus,HumanEval/90,90,deepseek_base,30,same_text__humanevalplus__task_0090__gen_00__HumanEval_90.npz,True,improvement,1,0,0.0,0,0.0,-1,-1,0,0.0,-0.8130006790161133,-0.7162647247314453,   ,    if len(lst) < 2:\n        return None\n    l
3048,humanevalplus,HumanEval/91,91,deepseek_base,22,same_text__humanevalplus__task_0091__gen_00__HumanEval_91.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-0.4799376428127289,-0.26417213678359985,   ,    return sum(1 for word in S.split() if word.startsw
3048,humanevalplus,HumanEval/92,92,deepseek_base,75,same_text__humanevalplus__task_0092__gen_00__HumanEval_92.npz,True,both_pass,0,0,2.7141027450561523,1,0.013333333333333334,48,64.0,48,64.0,0.7200004458427429,2.001396417617798,z,x == y + z) or (y == x + z) or (z == x + y):\n            return True\n        else:\n            return
3048,humanevalplus,HumanEval/93,93,deepseek_base,3,same_text__humanevalplus__task_0093__gen_00__HumanEval_93.npz,True,both_fail,1,1,0.0,0,0.0,-1,-1,0,0.0,-0.9141790270805359,-0.5598753690719604,   ,    pass\n
